Education,Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,Deals_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,Cmp3,Cmp4,Cmp5,Cmp1,Cmp2,Complain,Response,Age,Seniority,Total_Children,km_model,hac_model,Tot_Amt_Products,Total_Promotions
Graduate,Alone,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,44,287,1,3,3,28,1
Undergraduate,Couple,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,60,151,0,1,0,1215,1
Postgraduate,Couple,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,42,180,0,1,0,1497,0
Postgraduate,Couple,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,56,269,1,0,0,449,0
Graduate,Alone,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,39,186,1,1,0,1064,0
Graduate,Couple,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,45,486,0,1,0,1757,3
Graduate,Couple,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,35,58,0,1,0,1440,0
Undergraduate,Couple,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,36,505,0,1,0,1006,0
Postgraduate,Couple,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,42,687,1,0,2,1226,0
Graduate,Couple,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,50,283,1,0,2,1171,0
Postgraduate,Couple,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,35,471,1,3,3,92,0
Postgraduate,Couple,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,55,84,1,2,1,99,0
Undergraduate,Couple,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,33,269,1,3,3,66,0
Graduate,Alone,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,47,66,2,0,1,564,0
Postgraduate,Couple,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,26,244,0,1,0,1427,0
Postgraduate,Alone,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,36,415,1,3,3,86,1
Graduate,Alone,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,62,38,0,1,0,833,0
Graduate,Couple,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,59,428,1,0,1,242,0
Graduate,Couple,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,37,656,0,1,0,1869,0
Graduate,Couple,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,27,662,0,1,0,1364,0
Undergraduate,Couple,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,301,1,3,3,183,0
Postgraduate,Couple,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,58,399,1,0,2,450,0
Graduate,Couple,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,35,361,1,1,0,758,0
Postgraduate,Couple,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,63,199,0,1,0,1507,0
Graduate,Alone,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,49,431,2,0,2,654,0
Graduate,Couple,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,42,442,2,2,1,81,0
Postgraduate,Couple,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,57,568,1,3,3,137,0
Graduate,Couple,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,61,480,2,2,1,16,0
Postgraduate,Alone,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,49,303,1,2,3,93,0
Postgraduate,Couple,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,56,154,0,1,0,1158,0
Postgraduate,Alone,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,59,193,2,2,1,43,0
Graduate,Alone,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,43,290,1,1,0,1525,0
Postgraduate,Alone,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,40,85,0,1,0,1230,0
Graduate,Couple,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,38,76,2,2,1,29,0
Graduate,Alone,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,44,49,1,3,3,25,0
Graduate,Couple,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,42,102,1,3,3,24,0
Graduate,Couple,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,42,376,1,3,3,38,0
Undergraduate,Couple,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,28,608,1,3,3,57,0
Postgraduate,Couple,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,54,134,2,2,1,47,0
Postgraduate,Alone,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,46,543,1,0,2,813,1
Postgraduate,Couple,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,36,31,1,0,2,629,1
Graduate,Alone,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,38,659,1,0,2,377,0
Postgraduate,Couple,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,69,530,0,1,0,1612,0
Postgraduate,Couple,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,57,599,0,1,0,729,3
Graduate,Alone,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,64,345,0,3,3,50,1
Graduate,Couple,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,36,243,2,0,1,270,0
Graduate,Alone,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,53,450,1,3,0,177,0
Postgraduate,Alone,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,52,525,0,0,1,315,1
Postgraduate,Couple,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,60,1,1,0,0,767,0
Undergraduate,Alone,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,49,614,1,0,2,1071,0
Graduate,Couple,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,41,484,0,1,0,1580,0
Graduate,Couple,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,46,197,1,3,3,60,0
Postgraduate,Couple,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,44,198,1,0,0,573,0
Graduate,Alone,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,58,460,2,2,1,41,0
Graduate,Couple,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,63,526,2,0,1,170,0
Postgraduate,Alone,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,70,236,0,1,0,1167,0
Graduate,Couple,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,56,449,0,1,0,1526,3
Postgraduate,Couple,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,38,237,2,0,1,458,0
Postgraduate,Couple,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,43,98,1,2,1,63,0
Graduate,Couple,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,57,251,1,0,0,405,0
Graduate,Couple,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,42,464,2,0,2,1027,1
Graduate,Alone,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,42,449,1,1,0,1478,0
Graduate,Couple,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,33,256,0,3,3,72,0
Graduate,Alone,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,42,435,1,3,3,48,0
Graduate,Alone,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,39,29,0,1,0,726,0
Postgraduate,Couple,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,59,510,1,0,0,860,0
Postgraduate,Couple,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,28,218,0,1,0,1497,0
Postgraduate,Couple,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,44,48,1,0,0,495,0
Graduate,Couple,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,38,109,2,2,1,20,0
Graduate,Alone,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,60,582,0,0,2,570,0
Graduate,Couple,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,42,92,1,0,2,769,0
Undergraduate,Couple,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,36,301,1,3,3,55,0
Postgraduate,Alone,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,34,420,0,1,0,1808,2
Graduate,Couple,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,42,325,1,3,3,55,0
Graduate,Alone,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,53,14,0,1,2,577,1
Graduate,Couple,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,437,0,3,2,162,0
Graduate,Couple,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,403,1,1,0,1957,4
Undergraduate,Alone,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,55,439,1,1,0,1576,0
Graduate,Couple,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,60,418,3,0,2,1616,2
Graduate,Alone,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,52,533,3,2,1,36,0
Postgraduate,Alone,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,56,414,1,1,0,1482,0
Graduate,Couple,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,30,120,1,3,3,22,0
Postgraduate,Alone,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,38,219,2,2,3,63,0
Graduate,Alone,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,22,657,0,1,0,680,0
Postgraduate,Couple,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,47,420,2,0,1,542,0
Undergraduate,Couple,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,34,270,1,3,3,50,0
Graduate,Couple,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,47,500,2,2,1,39,0
Graduate,Couple,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,58,457,1,1,0,1043,0
Postgraduate,Alone,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,42,430,1,0,2,385,0
Graduate,Alone,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,34,644,0,1,0,1633,0
Undergraduate,Alone,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,34,362,1,3,3,46,0
Graduate,Alone,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,37,100,1,0,2,761,1
Graduate,Couple,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,64,328,2,2,1,76,0
Graduate,Couple,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,40,577,1,0,2,290,0
Graduate,Alone,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,26,48,1,3,3,89,0
Graduate,Couple,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,33,596,1,3,3,70,0
Undergraduate,Couple,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,54,337,0,1,0,1066,0
Graduate,Couple,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,44,167,0,1,0,2009,3
Undergraduate,Alone,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,23,638,0,1,0,1345,0
Postgraduate,Alone,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,58,552,1,0,2,764,0
Graduate,Alone,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,51,249,1,0,1,195,0
Graduate,Couple,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,34,415,2,3,1,53,0
Graduate,Alone,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,40,381,1,0,2,368,0
Postgraduate,Couple,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,60,169,1,0,0,544,0
Undergraduate,Couple,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,57,600,0,1,0,1853,2
Postgraduate,Couple,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,48,34,2,2,1,35,1
Postgraduate,Couple,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,40,104,1,0,2,446,2
Graduate,Alone,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,35,454,1,0,0,1180,0
Postgraduate,Couple,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,41,117,1,2,3,41,0
Graduate,Couple,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,29,495,2,0,0,727,0
Graduate,Couple,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,48,633,2,2,1,40,0
Undergraduate,Couple,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,25,420,0,1,0,1062,1
Graduate,Couple,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,45,154,1,2,3,40,0
Postgraduate,Couple,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,45,134,2,0,1,292,0
Graduate,Couple,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,27,536,0,3,3,15,0
Undergraduate,Couple,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,25,633,1,0,2,341,0
Undergraduate,Alone,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,39,194,1,0,2,369,0
Postgraduate,Couple,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,41,383,1,0,2,401,0
Postgraduate,Alone,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,48,460,1,0,2,393,0
Postgraduate,Alone,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,28,278,2,2,1,10,0
Graduate,Couple,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,36,419,1,1,0,486,0
Graduate,Couple,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,35,620,1,3,3,69,0
Postgraduate,Couple,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,31,274,0,1,0,1727,2
Graduate,Alone,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,55,174,1,1,0,995,1
Graduate,Couple,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,38,18,1,3,3,45,0
Undergraduate,Alone,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,33,86,2,0,1,182,0
Postgraduate,Couple,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,36,266,1,1,0,989,0
Graduate,Couple,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,61,285,0,1,0,1677,3
Postgraduate,Alone,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,43,364,2,0,2,595,0
Graduate,Couple,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,31,500,1,3,2,156,0
Postgraduate,Alone,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,58,85,0,1,0,1226,0
Undergraduate,Couple,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,36,528,1,3,3,128,0
Graduate,Alone,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,42,139,1,3,3,86,1
Graduate,Couple,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,39,621,1,3,3,68,0
Graduate,Alone,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,39,341,2,2,1,16,0
Undergraduate,Couple,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,33,10,2,2,1,55,0
Postgraduate,Alone,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,42,655,0,1,0,2114,0
Postgraduate,Couple,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,44,362,0,1,0,2018,0
Postgraduate,Alone,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,61,580,3,0,1,263,0
Graduate,Couple,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,55,200,2,2,1,55,0
Graduate,Couple,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,52,454,2,0,2,564,0
Postgraduate,Alone,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,36,195,0,1,0,1281,0
Graduate,Couple,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,41,505,1,3,3,83,1
Postgraduate,Alone,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,49,659,2,0,2,353,0
Graduate,Couple,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,31,166,0,1,0,1003,0
Undergraduate,Alone,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,23,60,1,3,3,14,0
Postgraduate,Alone,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,71,513,0,1,2,902,1
Postgraduate,Alone,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,42,564,1,0,2,1139,0
Graduate,Couple,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,58,326,1,1,0,797,0
Graduate,Alone,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,56,157,1,1,0,1638,0
Postgraduate,Couple,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,40,322,1,0,2,401,0
Graduate,Alone,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,28,250,1,3,3,84,0
Graduate,Couple,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,56,508,0,1,0,928,0
Graduate,Alone,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,44,317,1,2,1,203,0
Graduate,Couple,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,47,350,0,1,0,858,0
Graduate,Couple,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,41,207,0,1,0,409,0
Graduate,Couple,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,45,462,3,0,1,282,0
Graduate,Alone,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,37,81,0,1,0,1423,0
Graduate,Alone,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,53,220,0,1,0,1449,1
Graduate,Alone,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,43,209,1,3,3,28,0
Graduate,Couple,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,40,176,1,2,3,67,0
Postgraduate,Couple,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,28,111,0,3,2,199,0
Postgraduate,Alone,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,48,365,0,1,0,1453,0
Graduate,Couple,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,22,234,0,1,0,1253,0
Postgraduate,Alone,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,51,520,1,0,2,1198,0
Postgraduate,Couple,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,42,350,1,3,3,178,0
Graduate,Alone,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,20,573,0,1,0,1990,1
Graduate,Couple,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,60,414,0,1,0,976,0
Postgraduate,Couple,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,54,185,0,1,0,1001,0
Postgraduate,Couple,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,326,0,1,0,1919,2
Undergraduate,Alone,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,60,224,1,0,0,350,0
Postgraduate,Alone,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,60,407,0,1,0,1650,1
Postgraduate,Couple,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,59,77,2,2,1,46,2
Graduate,Alone,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,21,438,0,1,0,1228,0
Postgraduate,Alone,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,45,521,1,3,3,95,0
Postgraduate,Couple,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,66,56,2,2,1,62,0
Graduate,Couple,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,28,42,1,1,0,1761,1
Postgraduate,Couple,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,35,667,0,0,2,467,0
Graduate,Couple,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,36,139,0,1,0,1149,1
Undergraduate,Alone,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,32,181,0,1,0,2052,1
Graduate,Alone,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,56,0,1,0,1127,0
Postgraduate,Couple,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,38,224,1,1,0,1416,0
Postgraduate,Couple,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,40,82,0,1,0,1113,0
Graduate,Alone,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,25,139,1,3,3,125,0
Postgraduate,Alone,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,63,686,1,0,2,966,1
Undergraduate,Couple,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,25,554,1,3,3,32,0
Graduate,Alone,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,62,38,0,1,0,833,0
Postgraduate,Couple,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,43,35,1,2,3,46,0
Graduate,Couple,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,43,248,0,1,0,960,0
Postgraduate,Couple,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,44,403,1,0,0,1829,1
Graduate,Alone,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,43,350,1,0,0,779,0
Postgraduate,Alone,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,39,324,1,0,0,811,0
Undergraduate,Alone,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,62,384,2,0,2,1120,0
Postgraduate,Couple,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,52,344,1,0,2,725,0
Graduate,Alone,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,31,397,0,1,0,1187,1
Graduate,Couple,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,61,482,0,1,0,2302,3
Undergraduate,Alone,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,28,554,0,3,3,66,0
Postgraduate,Couple,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,27,636,0,0,0,1250,2
Undergraduate,Couple,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,32,133,1,1,0,683,0
Graduate,Alone,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,35,272,2,0,0,305,0
Graduate,Couple,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,37,205,1,3,3,50,0
Undergraduate,Alone,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,39,636,1,0,2,995,0
Postgraduate,Couple,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,35,50,1,2,3,41,0
Postgraduate,Couple,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,38,52,2,2,1,77,1
Postgraduate,Alone,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,41,516,2,0,1,171,0
